ImageFilename,GPSAltitude,GPSSpeed,ResolutionUnit,ExifOffset,Make,Model,Software,XResolution,YResolution,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal-Digitized,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,FocalLength,ColorSpace,WhiteBalance,FocalLengthIn35mmFilm,SceneCaptureType,SubsecTimeOriginal,Saturation,Sharpness,SensingMethod,ExposureTime,FNumber,ExposureProgram,CustomRendered,ISOSpeedRatings,ExposureMode,BodySerialNumber,LensSpecification,LensModel,GainControl,Contrast,FocalPlaneXResolution,FocalPlaneYResolution,FocalPlaneResolutionUnit,SensitivityType,Date,Time,GPSLatitude-Coord,GPSLongitude-Coord,LabelledLatitude,LabelledLongitude
iss036e049939.jpg,412491.1111111111,27598.74626865672,2,340,NIKON CORPORATION,NIKON D3X,Adobe Photoshop Lightroom Classic 9.2 (Macintosh),240.0,240.0,231,9.643856,6.33985,2013:06:12 12:47:50,0.0,6.0,5,0,1200.0,1,0,1200,0,71,0,0,2,0.00125,9.0,1,0,200,1,5033554,"(600.0, 600.0, 4.0, 4.0)",600.0 mm f/4.0,0,0,,,3.0,2.0,2020-03-31,09:23:47,-2.57277,36.42505166666667,-3.061136,37.35276
iss038e064247.jpg,417359.4166666667,27597.964912280702,2,438,NIKON CORPORATION,NIKON D3S,Adobe Photoshop Lightroom Classic 9.2 (Macintosh),240.0,240.0,231,9.965784,5.310704,2014:03:06 13:34:43,0.0,5.0,5,0,800.0,1,0,800,0,24,0,0,2,0.001,6.3,1,0,200,1,2053892,"(400.0, 400.0, 2.8, 2.8)",400.0 mm f/2.8,0,0,,,3.0,2.0,2020-05-06,11:49:33,42.17589,14.918386666666668,41.945297,12.499344
iss040e065496.jpg,420041.27777777775,27578.846153846152,2,620,NIKON CORPORATION,NIKON D3S,Adobe Photoshop Lightroom Classic 10.1.1 (Macintosh),240.0,240.0,231,12.643856,4.643856,2014:07:15 13:13:03,-1.0,3.0,5,0,200.0,1,0,200,0,95,0,0,2,0.00015625,5.0,1,0,200,1,2007945,"(80.0, 200.0, 2.8, 2.8)",80.0-200.0 mm f/2.8,0,0,,,3.0,2.0,2021-02-24,13:48:51,-22.36768,26.291386666666668,-19.074847,22.526239
iss040e075028.jpg,421514.875,27579.20588235294,2,266,NIKON CORPORATION,NIKON D3S,Adobe Photoshop Lightroom Classic 11.4.1 (Macintosh),240.0,240.0,231,11.965784,2.970854,2014:07:23 15:51:51,0.0,3.0,5,0,200.0,1,0,200,0,8,0,0,2,0.00025,2.8,1,0,200,1,2007945,"(80.0, 200.0, 2.8, 2.8)",80.0-200.0 mm f/2.8,0,0,,,3.0,2.0,2022-07-28,12:53:09,32.14762,-110.112875,36.327837,-112.045507
iss040e092721.jpg,414689.1111111111,27608.75092936803,2,256,NIKON CORPORATION,NIKON D3S,Adobe Photoshop Lightroom 6.12 (Macintosh),240.0,240.0,230,11.643856,2.970854,2014:08:13 15:45:48,0.0,3.0,3,0,80.0,1,0,80,0,65,0,0,2,0.0003125,2.8,1,0,200,1,2007945,"(80.0, 200.0, 2.8, 2.8)",80.0-200.0 mm f/2.8,0,0,,,3.0,2.0,2017-10-16,12:48:31,38.71038,15.34715,37.901332,15.333352
iss040e125148.jpg,419584.2222222223,27602.11904761905,2,232,NIKON CORPORATION,NIKON D2Xs,Adobe Photoshop Lightroom 6.12 (Macintosh),240.0,240.0,230,11.643856,4.970854,2014:09:04 10:51:38,-2.0,5.0,5,0,800.0,1,0,1200,0,16,0,0,2,0.0003125,5.6,3,0,200,0,6027268,"(800.0, 800.0, 5.6, 5.6)",800.0 mm f/5.6,0,1,,,3.0,2.0,2017-10-16,12:48:31,51.6123,3.6489166666666666,51.959667,4.072454
iss041e011621.jpg,416115.5,27600.88235294117,2,242,NIKON CORPORATION,NIKON D3S,Adobe Photoshop Lightroom 6.12 (Macintosh),240.0,240.0,230,11.965783664459162,4.33984962406015,2014:09:12 12:26:33,-1.0,3.0,3,0,80.0,1,0,80,0,41,0,0,2,0.00025,4.5,3,0,200,0,2008337,"(80.0, 200.0, 2.8, 2.8)",80.0-200.0 mm f/2.8,0,0,,,3.0,2.0,2017-10-16,12:48:31,34.878661111111114,-4.593052777777777,35.701982,-6.030937
iss041e109444.jpg,415585.5833333333,27603.61111111111,2,230,NIKON CORPORATION,NIKON D4,Adobe Photoshop Lightroom 6.12 (Macintosh),240.0,240.0,230,11.643856,4.643856,2014:11:03 07:40:02,0.0,3.0,5,0,70.0,1,0,70,0,60,0,0,2,0.0003125,5.0,1,0,200,1,2071131,"(70.0, 200.0, 2.8, 2.8)",70.0-200.0 mm f/2.8,0,0,1368.8888854980469,1368.8888854980469,3.0,2.0,2017-10-16,12:48:32,38.3876,10.948686666666667,37.835201,14.974987
iss042e062108.jpg,414256.6428571429,27599.735849056604,2,230,NIKON CORPORATION,NIKON D4,Adobe Photoshop Lightroom 6.12 (Macintosh),240.0,240.0,230,11.643856,5.310704,2014:12:23 10:16:25,-0.6666666666666666,4.9,5,0,116.0,1,0,116,0,0,0,0,2,0.0003125,6.3,3,0,200,0,2071129,"(50.0, 500.0, 4.5, 6.3)",50.0-500.0 mm f/4.5-6.3,0,0,1368.8888854980469,1368.8888854980469,3.0,2.0,2017-10-16,12:48:32,39.73854,35.92827166666667,35.036677,33.334408
iss050e070478.jpg,404564.5454545455,27632.840425531915,2,230,NIKON CORPORATION,NIKON D4,Adobe Photoshop Lightroom 6.12 (Macintosh),240.0,240.0,230,10.965784,6.0,2017:04:08 20:26:46,-0.6666666666666666,6.0,5,0,1150.0,1,0,1150,0,60,0,0,2,0.0005,8.0,4,0,500,0,2071134,"(800.0, 800.0, 5.6, 5.6)",800.0 mm f/5.6,1,0,1368.8888854980469,1368.8888854980469,3.0,2.0,2017-10-16,09:38:48,42.17332,-74.60557333333334,40.743988,-73.987878
